latitude,longitude,location_period_id,lat_rounded,lon_rounded,soilMois-2010_01,soilTemp-2010_01,soilMois-2010_02,soilTemp-2010_02,soilMois-2010_03,soilTemp-2010_03,soilMois-2010_04,soilTemp-2010_04,soilMois-2010_05,soilTemp-2010_05,soilMois-2010_06,soilTemp-2010_06,soilMois-2010_07,soilTemp-2010_07,soilMois-2010_08,soilTemp-2010_08,soilMois-2010_09,soilTemp-2010_09,soilMois-2010_10,soilTemp-2010_10,soilMois-2010_11,soilTemp-2010_11,soilMois-2010_12,soilTemp-2010_12,soilMois-2011_01,soilTemp-2011_01,soilMois-2011_02,soilTemp-2011_02,soilMois-2011_03,soilTemp-2011_03,soilMois-2011_04,soilTemp-2011_04,soilMois-2011_05,soilTemp-2011_05,soilMois-2011_06,soilTemp-2011_06,soilMois-2011_07,soilTemp-2011_07,soilMois-2011_08,soilTemp-2011_08,soilMois-2011_09,soilTemp-2011_09,soilMois-2011_10,soilTemp-2011_10,soilMois-2011_11,soilTemp-2011_11,soilMois-2011_12,soilTemp-2011_12,soilMois-2012_01,soilTemp-2012_01,soilMois-2012_02,soilTemp-2012_02,soilMois-2012_03,soilTemp-2012_03,soilMois-2012_04,soilTemp-2012_04,soilMois-2012_05,soilTemp-2012_05,soilMois-2012_06,soilTemp-2012_06,soilMois-2012_07,soilTemp-2012_07,soilMois-2012_08,soilTemp-2012_08,soilMois-2012_09,soilTemp-2012_09,soilMois-2012_10,soilTemp-2012_10,soilMois-2012_11,soilTemp-2012_11,soilMois-2012_12,soilTemp-2012_12,soilMois-2013_01,soilTemp-2013_01,soilMois-2013_02,soilTemp-2013_02,soilMois-2013_03,soilTemp-2013_03,soilMois-2013_04,soilTemp-2013_04,soilMois-2013_05,soilTemp-2013_05,soilMois-2013_06,soilTemp-2013_06,soilMois-2013_07,soilTemp-2013_07,soilMois-2013_08,soilTemp-2013_08,soilMois-2013_09,soilTemp-2013_09,soilMois-2013_10,soilTemp-2013_10,soilMois-2013_11,soilTemp-2013_11,soilMois-2013_12,soilTemp-2013_12,soilMois-2014_01,soilTemp-2014_01,soilMois-2014_02,soilTemp-2014_02,soilMois-2014_03,soilTemp-2014_03,soilMois-2014_04,soilTemp-2014_04,soilMois-2014_05,soilTemp-2014_05,soilMois-2014_06,soilTemp-2014_06,soilMois-2014_07,soilTemp-2014_07,soilMois-2014_08,soilTemp-2014_08,soilMois-2014_09,soilTemp-2014_09,soilMois-2014_10,soilTemp-2014_10,soilMois-2014_11,soilTemp-2014_11,soilMois-2014_12,soilTemp-2014_12,soilMois-2015_01,soilTemp-2015_01,soilMois-2015_02,soilTemp-2015_02,soilMois-2015_03,soilTemp-2015_03,soilMois-2015_04,soilTemp-2015_04,soilMois-2015_05,soilTemp-2015_05,soilMois-2015_06,soilTemp-2015_06,soilMois-2015_07,soilTemp-2015_07,soilMois-2015_08,soilTemp-2015_08,soilMois-2015_09,soilTemp-2015_09,soilMois-2015_10,soilTemp-2015_10,soilMois-2015_11,soilTemp-2015_11,soilMois-2015_12,soilTemp-2015_12,soilMois-2016_01,soilTemp-2016_01,soilMois-2016_02,soilTemp-2016_02,soilMois-2016_03,soilTemp-2016_03,soilMois-2016_04,soilTemp-2016_04,soilMois-2016_05,soilTemp-2016_05,soilMois-2016_06,soilTemp-2016_06,soilMois-2016_07,soilTemp-2016_07,soilMois-2016_08,soilTemp-2016_08,soilMois-2016_09,soilTemp-2016_09,soilMois-2016_10,soilTemp-2016_10,soilMois-2016_11,soilTemp-2016_11,soilMois-2016_12,soilTemp-2016_12,soilMois-2017_01,soilTemp-2017_01,soilMois-2017_02,soilTemp-2017_02,soilMois-2017_03,soilTemp-2017_03,soilMois-2017_04,soilTemp-2017_04,soilMois-2017_05,soilTemp-2017_05,soilMois-2017_06,soilTemp-2017_06,soilMois-2017_07,soilTemp-2017_07,soilMois-2017_08,soilTemp-2017_08,soilMois-2017_09,soilTemp-2017_09,soilMois-2017_10,soilTemp-2017_10,soilMois-2017_11,soilTemp-2017_11,soilMois-2017_12,soilTemp-2017_12,soilMois-2018_01,soilTemp-2018_01,soilMois-2018_02,soilTemp-2018_02,soilMois-2018_03,soilTemp-2018_03,soilMois-2018_04,soilTemp-2018_04,soilMois-2018_05,soilTemp-2018_05,soilMois-2018_06,soilTemp-2018_06,soilMois-2018_07,soilTemp-2018_07,soilMois-2018_08,soilTemp-2018_08,soilMois-2018_09,soilTemp-2018_09,soilMois-2018_10,soilTemp-2018_10,soilMois-2018_11,soilTemp-2018_11,soilMois-2018_12,soilTemp-2018_12,soilMois-2019_01,soilTemp-2019_01,soilMois-2019_02,soilTemp-2019_02,soilMois-2019_03,soilTemp-2019_03,soilMois-2019_04,soilTemp-2019_04,soilMois-2019_05,soilTemp-2019_05,soilMois-2019_06,soilTemp-2019_06,soilMois-2019_07,soilTemp-2019_07,soilMois-2019_08,soilTemp-2019_08,soilMois-2019_09,soilTemp-2019_09,soilMois-2019_10,soilTemp-2019_10,soilMois-2019_11,soilTemp-2019_11,soilMois-2019_12,soilTemp-2019_12
-5.786515,12.21127,15295.0,-5.875,12.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.944552898406926,2.109204053878841,5445.0,7.875,2.125,11.515415,304.3484,17.67749,306.06464,22.661484,305.25714,24.78947,305.25995,27.03896,302.2258,27.86833,300.77347,28.962116,299.1146,29.190128,299.79623,30.938938,299.23132,30.161642,300.35403,26.59801,301.88123,15.030955,302.59158,10.082173,302.33746,20.96412,304.80084,23.080568,305.2512,23.293657,304.35815,25.48075,303.2132,26.925709,301.46262,29.03673,300.28552,26.757517,300.03387,29.017967,300.02216,30.512299,300.1385,24.36392,301.7588,12.635375,301.79877,10.0475445,303.5536,16.28668,305.94193,20.951246,305.81036,25.061522,304.6213,26.96239,302.2404,29.399841,300.7057,28.324944,299.53757,26.768,299.11957,28.571491,299.1127,29.75767,299.97156,26.171104,302.21005,19.892637,303.71255,14.250181,304.85306,16.528017,306.51193,24.04796,305.74924,27.31467,303.53094,28.04837,302.44876,27.323587,301.024,27.17021,299.90543,23.668415,299.11224,27.689262,299.60556,27.787613,300.3977,25.0944,302.35025,17.634142,304.2784,15.943689,306.12915,17.356195,306.69843,23.42138,305.94626,23.0583,304.5532,26.900904,302.49835,27.426855,301.6154,27.702705,300.38293,25.998415,299.2748,29.69685,299.36557,29.30229,300.12903,25.568005,301.82382,15.578657,304.04138,10.118331,302.55804,16.623322,306.06747,23.955297,305.26758,23.27245,304.09338,25.43738,303.44257,26.885221,301.32867,23.675737,300.6994,22.596447,300.01913,26.069729,299.73486,27.679762,300.51505,22.305483,302.02548,12.871225,300.5516,12.954242,302.24658,10.447388,304.48642,23.868956,305.0186,25.162079,304.11993,27.694576,302.33533,27.48475,300.39258,26.762606,299.51523,28.046448,298.8909,30.075104,299.32117,29.373323,300.2022,23.795208,302.21283,17.37956,303.51645,13.777287,303.9743,16.392277,305.2946,22.66646,305.8812,26.681946,304.0292,27.608803,302.29092,29.141037,300.929,28.429707,299.5565,28.686464,298.49127,28.463509,298.75287,27.911367,300.6933,23.638912,302.77582,16.555052,304.60986,11.332476,304.64694,15.705228,307.12866,23.516653,305.73694,22.191267,304.92422,27.004868,302.78232,27.537254,300.8871,29.62819,299.48706,28.196552,299.0332,30.369791,299.1698,29.203686,300.60178,23.313679,302.98184,13.698258,303.91165,11.929709,306.4711,18.54121,307.05133,23.7176,306.58188,24.166079,305.44705,26.966846,303.41766,28.751663,300.58957,29.42995,299.20758,26.746908,299.0444,30.14923,298.9775,30.679222,298.79916,25.641241,301.4963,16.640842,303.71646
9.471883773803825,1.529296040535087,1355.0,9.375,1.625,9.989839,299.6988,10.919955,303.20267,17.173098,303.91486,22.19213,304.9964,26.310415,302.59283,26.971588,300.98044,28.544493,298.35672,30.77383,298.89505,31.677555,298.56183,29.46258,299.81613,22.856846,301.4207,12.335315,299.77136,9.328302,298.90738,15.870964,302.5299,17.337444,305.7113,18.948555,304.87854,24.592936,303.46674,24.681305,301.54077,26.095581,300.3561,28.581928,299.33157,28.949959,299.11334,28.773504,299.6335,18.888268,299.96985,11.047363,299.716,9.235101,300.3757,13.983436,302.67892,14.020569,304.33435,21.275208,305.0549,27.518604,302.13684,27.638716,300.70703,30.815989,298.5713,28.899467,298.59686,30.758242,298.25134,29.901892,299.79977,24.029188,301.697,14.441492,301.93152,9.745557,301.40073,8.854933,302.51096,22.804697,306.24365,25.88079,304.04608,26.58266,302.89713,25.980692,301.11627,27.329693,299.2493,26.58941,298.67667,29.162954,298.9103,26.490496,299.9268,20.699871,301.94815,14.333234,301.47775,10.966097,302.09912,16.120821,303.10095,16.515646,306.37094,23.743237,305.0597,23.166716,303.072,25.261608,301.91382,26.275496,300.241,28.461939,298.53925,30.744526,298.48273,28.76671,299.60834,22.452045,301.64908,12.536464,301.1856,9.448956,299.24695,13.706652,304.22366,18.474653,304.20862,17.96218,304.87387,23.355722,303.57895,23.251432,302.28488,23.407173,300.46817,28.41175,298.821,29.741854,298.90985,28.35656,300.30923,19.338612,300.6042,11.092214,298.496,9.310794,299.08377,8.69553,300.48538,21.098734,304.96133,25.840775,304.21832,25.779472,302.96255,26.648712,300.84045,28.63023,299.10516,30.23679,298.38373,30.751242,298.70752,26.777435,300.31448,17.327583,301.43582,10.955327,301.14972,9.15469,300.25296,11.024129,301.38364,11.453753,304.76852,21.34025,305.17728,26.09986,302.81326,28.967308,300.73563,30.004162,299.21384,30.35804,298.16873,29.720379,298.49356,26.035915,300.47348,17.177946,302.19882,12.43733,302.68173,9.699371,301.38684,12.092956,304.70612,21.550016,305.86478,22.900446,305.43042,25.50077,302.90268,25.506771,301.34918,29.075693,298.9345,30.173754,298.12146,30.484945,298.60287,28.33414,300.48032,21.06288,302.0604,11.571359,301.75177,12.30358,303.27966,10.922321,305.00482,12.867169,307.38922,23.03545,305.87558,25.633987,303.66687,26.452045,300.7539,30.412382,298.1539,29.98507,297.49515,30.519934,297.95438,29.720427,298.44006,23.984875,300.95038,13.057601,300.99072
6.428763866424561,2.59430909156805,2959.0,6.375,2.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.848169803619498,2.557924032211361,8311.0,6.875,2.625,15.068032,303.20706,16.07636,304.52396,20.699024,304.3947,21.236267,304.46716,25.35048,302.04303,29.030508,300.19098,28.4876,299.3674,28.420279,299.49698,30.293879,299.2566,29.748013,299.99356,26.79323,300.98654,20.45196,301.7391,13.750004,301.83383,19.213339,303.60663,19.44896,304.32748,19.858,303.6901,25.491653,302.3554,27.524609,300.73898,28.960302,299.947,25.13794,299.66138,27.013721,299.96558,30.235765,299.77045,26.5451,300.7882,18.452995,300.8223,13.122484,302.30197,19.557987,303.3511,20.438072,304.35168,25.399637,302.93857,25.275072,301.58765,29.507421,300.13907,27.20311,299.58307,24.334032,298.65182,24.562542,299.43518,29.161673,299.58044,26.378954,300.384,22.263992,301.53912,16.852726,302.9716,18.372316,304.34656,20.058697,304.5393,24.86385,303.1524,27.675255,301.78036,27.082582,300.21692,27.777903,299.4154,21.660336,298.7591,26.187317,299.28842,27.089718,299.92743,25.595287,300.60065,20.041403,301.30948,17.87259,303.43097,19.758425,304.1697,21.678864,304.32745,23.660696,303.0753,26.65828,302.14954,27.404305,300.77197,28.363314,299.92288,27.56042,298.83905,29.541325,299.18277,28.241924,299.96353,27.521067,300.1978,21.642467,301.3328,13.18573,301.2057,15.986598,304.6808,20.719376,304.75,20.56612,303.89285,23.206814,302.9163,27.9843,300.6443,25.196198,300.25473,22.658943,299.77576,24.714071,299.73407,27.713577,300.3336,24.139025,301.1325,15.356637,299.32892,14.589052,302.12994,10.599775,304.74994,22.586916,304.2369,22.566204,303.7906,25.78905,301.9003,27.591116,300.0843,25.1625,299.55447,25.41933,299.1316,29.8195,299.1158,29.675964,299.99066,25.384962,301.08084,18.82789,301.99738,13.327597,303.384,15.956089,304.68698,20.32827,304.86508,24.67357,303.3693,26.872368,301.995,29.915937,300.39963,28.967287,299.02365,27.112839,298.3765,27.47815,298.82318,28.082884,300.0185,24.792774,300.65598,18.689081,301.89005,12.243423,302.95605,15.993388,304.56757,21.07721,304.18393,21.719257,303.08817,25.558533,301.83508,27.543325,300.27286,28.091295,299.55344,26.024601,299.11932,29.53132,299.28568,28.906818,300.03665,25.723213,300.99908,18.010094,302.02023,14.408085,304.06192,21.814201,304.57224,21.837282,305.02856,23.33648,303.92407,25.688644,302.36673,28.728533,299.63986,28.807335,298.6476,25.079428,298.74838,29.210804,298.70364,30.941431,298.3822,27.204567,300.01035,20.750645,300.98062
6.249733,-3.173848,15284.0,6.125,-3.125,18.422455,300.99405,21.252827,301.50244,25.09102,301.47772,24.54167,301.79782,28.34729,300.47598,29.897738,298.94986,29.032108,297.88715,26.85109,298.73712,27.501684,298.45572,30.124186,299.03772,28.955992,299.41132,24.862267,300.21188,18.667053,299.82684,23.337646,300.93597,26.26046,301.53857,25.099604,301.62112,27.46984,300.90985,27.836796,299.50586,25.447247,299.11703,19.73569,299.2638,24.73383,298.64832,28.904823,298.55063,27.163296,299.5041,20.747068,300.20352,17.012186,299.97052,17.21641,301.47705,20.548008,302.14517,22.28597,301.9579,24.867504,300.75256,28.794695,298.90698,24.054037,298.37042,19.261759,298.06717,20.338037,298.2232,28.031141,298.8629,26.885897,299.1434,25.121803,300.023,16.97061,300.0821,16.451027,302.14005,23.110182,302.36325,23.668776,301.9137,27.070274,300.72784,27.289679,298.94754,24.643625,298.3374,19.73696,297.88202,23.882738,298.1941,26.816267,298.5799,28.279692,299.22516,25.172363,299.19202,20.914644,300.9665,21.631777,301.5564,22.744455,301.91837,26.930767,301.4033,28.24691,300.30698,30.118784,299.15433,28.251064,298.6591,24.939133,298.11313,26.52922,298.01486,27.403202,298.6368,28.958633,298.87628,24.220444,299.49677,16.491682,299.23935,21.044298,301.24884,23.464045,301.92343,24.589684,301.54437,25.04862,300.8908,27.031317,299.17258,22.419573,299.11688,20.40743,298.84036,17.9081,298.7759,24.702951,299.61057,27.445896,299.35846,20.032524,298.26694,14.017775,299.70038,12.448354,301.87292,23.267656,302.20746,24.616863,301.4603,26.015781,300.3151,27.959024,298.5753,22.828459,298.13754,21.31277,297.7175,24.495663,297.9853,28.184818,298.77542,25.675234,299.50323,21.95602,300.2184,17.452644,300.4268,17.610813,302.41592,18.655859,302.51413,22.6133,301.88208,25.960335,300.72644,27.898487,299.0018,27.573826,297.8169,26.305197,297.40262,25.546143,297.36673,30.221624,298.605,29.356192,298.7624,25.034431,299.38895,19.171299,300.57913,17.566227,302.0856,25.561834,301.13385,24.136953,300.89075,27.142166,299.9566,28.03932,298.73022,28.53885,298.25616,24.96783,298.2678,28.872742,298.0116,29.829742,298.82565,27.72067,299.43408,21.404476,300.5926,15.341157,301.8476,19.089437,302.36017,21.869608,302.56528,24.65237,301.74548,27.454895,300.58813,26.404425,298.58636,26.330032,297.8202,22.783201,297.11826,28.291721,297.6798,30.18625,298.04388,29.326033,299.2391,24.53529,300.34848
5.341024,-3.201863,15285.0,5.375,-3.125,22.833912,300.28162,23.72882,300.90234,25.896666,301.30954,26.978317,301.7869,29.69748,300.86737,30.053453,299.5626,28.043318,298.25803,25.999613,298.95856,27.147625,298.6029,29.747923,299.1357,28.774004,299.71674,25.314415,300.21313,21.777597,300.80502,26.371433,300.59183,26.949827,301.3589,26.611267,301.5639,28.935472,301.01572,28.657207,300.14786,26.730455,299.14612,22.855524,299.2952,25.1938,298.95242,29.376314,298.826,27.9059,299.80475,24.52683,300.56445,22.236902,300.40784,21.907974,300.62454,23.718468,301.4872,25.210966,301.29752,27.246033,300.71017,29.49015,299.44223,25.344908,298.471,22.091791,298.11285,22.071705,298.5691,28.14804,298.8196,27.965654,299.57657,26.699892,300.1917,21.67894,300.90042,22.14592,301.48038,24.943314,301.802,24.363726,301.84125,28.282057,300.86526,28.569778,299.50427,26.336084,298.50653,22.579218,298.04214,25.28117,298.36063,26.32637,298.94006,28.477762,299.57974,25.828468,300.1179,23.485327,300.8419,23.741905,301.01065,24.730871,301.60715,27.314846,301.4052,29.154531,300.71732,29.68247,299.80457,27.62081,299.03912,24.101612,298.62454,25.90262,298.53766,25.756456,298.97192,27.053463,299.4039,25.215612,299.94315,19.695148,300.3938,23.83304,301.1677,24.999037,301.66104,25.63042,301.6103,26.599722,301.12814,28.101871,299.80414,24.620085,299.14804,21.71571,299.00336,19.860405,298.86337,24.952105,299.4619,28.905987,299.69595,23.272078,300.28687,18.524742,300.8147,15.673858,301.95667,25.083403,301.7456,25.666021,301.49426,27.47194,300.50308,28.743763,299.18115,23.951637,298.47238,23.915815,297.87662,25.393795,297.987,28.669138,298.75317,27.463167,299.67496,26.182133,300.26376,23.936686,300.5607,24.042562,301.10196,24.024826,301.4722,27.030624,301.205,28.380182,300.6049,29.730984,299.18533,27.247786,298.14722,25.422129,297.77502,25.149017,297.8796,29.595741,298.96844,29.371405,299.48056,27.019382,299.9989,21.803951,300.60034,21.953924,301.5076,26.100504,301.0309,25.155525,301.13446,27.567253,300.50916,28.442055,299.58298,27.448872,298.75317,24.112694,298.94415,28.162838,298.43594,29.221138,299.12146,28.605804,299.88675,24.643654,300.7392,20.376644,301.39816,22.36457,301.70755,24.503923,301.91058,26.1517,301.7457,28.444174,300.9537,27.762209,299.0365,26.156322,298.27185,23.78031,297.6793,28.050255,298.1347,30.95656,298.55545,28.258337,299.79092,25.993786,300.45587
7.2623,13.7506,13004.0,7.375,13.875,11.179754,297.65887,10.529585,300.1398,16.57023,300.5443,22.205647,300.8836,29.435202,297.57202,30.603891,296.07413,31.08875,294.60315,31.803455,294.72177,31.3769,294.51187,30.864265,295.1753,25.594833,296.5141,14.08804,297.33795,10.0873995,296.755,17.383331,299.1824,15.089915,300.4721,17.775034,300.1447,27.68087,297.84415,28.855133,296.55078,30.499939,295.23187,31.254528,294.4269,31.861483,294.46844,31.0021,294.75687,22.313112,295.90955,12.608787,296.88037,9.878822,297.80286,12.403625,299.69263,12.289879,300.39673,23.495153,299.91357,29.409124,297.24817,31.01548,295.73608,31.203552,294.5256,31.558634,294.01923,31.824572,293.9587,30.623201,294.7132,25.63908,296.12018,14.668569,297.92398,10.087052,299.21503,9.333875,299.95108,15.43398,301.80008,27.753292,299.52933,30.365826,297.15015,30.581083,295.9191,31.075178,294.61664,30.959564,294.48367,31.69345,294.75296,29.761665,294.98035,21.324745,297.2489,19.166105,298.21237,11.045145,298.72424,9.388991,299.8502,15.646237,301.30316,25.738163,299.8628,28.518156,297.5158,29.31347,296.73492,29.6104,295.50775,30.99958,294.43356,31.661867,294.88727,29.678513,295.38257,22.602913,297.2798,13.771186,298.43878,9.696545,296.45258,9.693915,299.73068,12.747108,301.2432,19.196571,300.65427,24.25971,299.19864,28.836863,296.7861,30.261705,296.00748,30.736265,295.56976,31.28285,295.1842,30.321451,295.79025,23.6958,295.8855,13.592742,295.74084,10.5901375,296.24594,9.677703,298.05826,17.956701,301.22147,26.694736,299.7725,29.912544,297.80905,30.7665,296.00345,30.760178,294.68317,31.292097,294.65204,31.258204,295.0602,29.432951,295.57724,20.94762,296.6775,13.008218,297.3711,11.482149,297.70325,10.196205,297.31445,10.100967,300.6722,23.655304,299.8927,30.091835,297.3371,30.444574,296.21777,31.175186,294.93515,31.050068,294.59503,31.336983,294.81647,28.70406,296.3295,21.522837,297.7887,13.707758,298.8021,11.022734,296.53638,13.802746,300.4041,16.028221,302.05856,21.41903,301.63068,29.11052,298.46497,30.3104,296.40384,31.199263,294.99033,31.403654,294.6538,30.654783,295.5357,29.063637,296.37384,22.512484,297.77988,12.222154,297.73688,11.024185,298.39755,10.114392,299.50702,14.954625,302.68182,22.754774,301.84155,28.489649,298.96103,30.219442,296.1419,30.378359,294.9381,30.960041,294.4763,30.98167,294.90466,31.037374,294.92398,22.696072,297.7114,12.666988,297.7964
5.1766,11.1662,13012.0,5.125,11.125,15.031137,300.2256,19.712572,301.9716,22.520056,301.47363,24.684017,300.89532,27.742435,298.58508,29.328867,297.41214,29.65329,296.3707,30.264666,296.53036,30.631174,296.22467,31.382149,296.85263,29.451862,297.0511,22.405174,297.40424,16.645916,298.00668,20.216572,300.19226,23.516834,300.66245,24.509892,300.17834,27.314259,298.5679,26.342283,298.0157,27.477722,297.2337,29.103947,296.43082,31.296734,295.96182,31.118895,296.085,26.467241,296.13815,18.25769,297.19214,13.04752,299.54056,18.725603,300.48907,18.566689,301.6187,25.448496,299.65985,27.725674,297.97733,28.336746,296.72794,29.628674,295.82782,29.319714,296.08203,30.932987,295.48087,31.047747,295.69565,28.989546,296.6566,22.743557,297.883,17.080936,299.82092,17.988028,301.2498,25.89439,300.18704,29.01013,299.1896,29.68702,297.73102,28.552988,297.23007,29.030996,296.38174,27.922823,296.13083,30.944992,296.0407,31.21284,296.32968,29.35133,296.85938,26.236948,297.17468,17.13248,299.81714,16.144558,301.50748,24.133488,300.79132,28.756908,299.22546,28.199863,298.2222,26.671337,297.66156,25.981533,296.92636,27.954378,296.1064,30.651167,296.19418,30.572714,296.68866,29.131992,297.03815,23.095951,298.31842,14.711533,298.10355,15.053558,301.44247,20.531448,301.53436,24.0199,300.057,26.03083,298.66644,26.494041,297.55573,26.742725,296.78946,27.97044,296.6548,30.405542,296.35715,30.623173,296.26984,28.000038,296.12146,20.818953,295.918,17.172031,297.67642,13.440422,300.8208,23.029766,300.7241,25.122204,299.8192,28.042065,298.04404,29.059046,296.62903,27.88614,296.09665,30.584988,295.79663,30.691355,295.9931,30.639322,296.45688,26.278154,296.77396,20.68323,297.33286,13.401794,298.90494,11.217049,300.4152,15.601476,301.76093,26.138645,299.83902,26.835104,297.91263,27.999846,296.85455,28.565645,296.21667,29.821577,295.84995,30.323017,295.79126,30.984241,296.401,29.203,296.86334,21.419874,299.02823,13.893544,298.73413,14.612049,301.60754,26.489996,300.1657,26.748379,299.3398,27.20716,298.27588,25.688313,297.18622,28.962399,296.46524,29.19657,296.28528,30.106646,296.6022,29.997545,296.624,27.794716,297.7044,19.435629,298.51193,14.66273,300.70062,14.965803,302.03003,22.262161,301.9187,24.144005,300.57965,25.44485,298.38177,27.251066,296.62653,28.433128,296.24182,29.483189,295.76938,30.2949,296.02362,30.919214,295.81586,27.462141,297.17242,18.741339,298.864
4.3426,11.7232,13035.0,4.375,11.625,22.00911,301.49304,22.50697,302.20084,25.747759,302.0628,27.428837,301.42398,29.540678,299.48654,30.60955,298.1535,30.46321,297.53552,30.347794,297.83627,30.365084,297.32254,32.32132,297.43637,31.783796,297.98306,26.898443,298.38217,22.860128,298.88406,24.748732,300.83328,25.93548,301.87344,26.730003,301.207,28.4289,300.05737,27.496212,299.09756,27.55065,298.5175,26.067354,297.88086,30.303621,297.67566,32.6554,297.13284,29.250362,297.9221,23.67414,298.38403,20.01565,300.3142,23.355492,301.0208,22.60752,302.66544,27.408175,300.5464,30.18506,298.90292,30.280416,297.80765,28.710686,297.1686,26.68983,297.10767,30.027346,296.72272,32.1568,296.82034,31.410717,297.6545,27.125387,298.46115,23.83594,300.1962,22.670097,301.71524,29.748568,301.2072,32.2391,300.09686,32.66556,299.0303,29.063059,298.52756,28.310408,297.42105,25.637363,297.21234,29.216213,297.36615,32.36541,297.37357,31.798058,298.15744,29.270237,298.4289,24.349077,300.542,22.590446,302.0833,26.334267,302.12112,30.365871,300.42166,30.740122,299.19827,29.458408,298.70435,26.783512,297.88437,27.282303,297.2267,30.524553,297.3771,31.84129,297.4872,31.299387,298.18857,26.909565,299.40884,21.7835,299.04755,20.860518,302.0423,24.971048,302.1173,28.500124,300.9258,29.011955,299.52722,28.213108,298.2641,26.175282,298.03168,23.52633,298.06567,27.52738,297.7317,30.003275,297.6707,29.165445,298.13766,23.243883,297.414,20.032509,299.88144,17.331177,302.4352,23.93954,301.65143,27.891638,300.5908,28.829714,299.02744,30.709333,298.00345,27.008505,297.57684,28.4146,297.21768,30.187504,297.3651,31.934956,297.64166,29.983608,298.4942,26.541822,299.1168,22.153463,300.45172,20.055151,301.84766,22.653645,302.42862,28.67643,300.57117,30.325613,298.75174,29.118708,298.31052,27.86742,297.22345,28.026943,297.25357,28.700216,297.1012,31.635029,297.1837,32.189323,297.74216,26.913406,299.37936,22.145185,299.74866,23.114414,301.94125,28.492605,300.98367,28.796354,300.13794,29.58362,298.80936,27.602337,298.0313,29.27357,297.6624,28.763939,297.7029,29.909184,297.79205,31.545944,297.34332,30.862558,298.50287,25.146427,299.60483,20.768423,301.23932,20.516365,302.5937,26.047407,302.38495,27.015562,300.9339,28.074621,299.20273,26.98408,297.86636,27.479279,297.21008,27.42582,297.05264,29.554438,297.09387,31.731674,296.6542,30.286688,298.0601,25.32125,299.5467
